time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,2.5396837880994555e-08,3.168298182502806e-07,10.001428904055249,0.0003154315865847579,6.283146830098341,0.0,2.6298084419865255e-06,2.6990497688317567e-05,0.047628853643511534,0.014112360748433719,-0.001955839746698647,0.0,420.7040728427023,420.53473794461314,418.6775907515889,419.90333649171333
0.12000000000000001,1.428705614844246e-06,1.2136887496016716e-05,10.008227942325693,0.0011631319654732408,6.283091962202585,0.0,5.324841310638637e-05,0.00045736966986247414,0.17899343552702898,0.014160277325337518,0.0010910907159729201,0.0,446.57430522798694,446.8227471724074,446.7955473694922,446.7993411536436
0.18,3.7539812673855447e-06,6.770634116615585e-05,10.022504079756612,0.0021598579038126786,0.0014654621113479038,0.0,-8.438378052710837e-05,0.0014919513519197373,0.29685365762793536,0.021112686498117816,0.0531613749914443,0.0,441.5025059767334,445.7773583076152,441.2221350301374,441.79556413855835
0.23999999999999996,-5.115237327606445e-05,0.00021473688780112438,10.046721156280276,0.0032352671718474113,0.004949490840848725,0.0,-0.0021438800940674825,0.0035491204547141333,0.5103094166009363,0.010629750419110672,0.06641187324629583,0.0,472.1687999184424,473.19185710410295,471.02249814963454,470.211148673196
0.3,-0.0003031601486832392,0.0005001761012963216,10.081327537686043,0.0036851308702434693,0.009182069797051717,0.0,-0.006696251848544849,0.006024349228770449,0.6431677154908594,0.00035347389663969086,0.07773309378765875,0.0,447.2836080250231,448.2082471439109,447.67690037792215,446.8399775765382
0.36000000000000004,-0.000935362833577628,0.0009461801758660006,10.125202062012669,0.003550410063600573,0.013506514010062531,0.0,-0.014889048397466485,0.00883625988895567,0.8192009450814973,-0.008028934642166748,0.05727587289560068,0.0,461.6707673983252,460.0577505557863,461.18337122063735,460.52094768639233
0.4200000000000001,-0.002184519782068098,0.0015636930553348067,10.181843718358419,0.003307576192308481,0.016495098069577274,0.0,-0.02715464842181492,0.011703050678432851,1.0686487787701042,0.0029179813250711376,0.02749113560239241,0.0,484.21520153364634,481.97085776060567,481.9428158701619,482.7694730646294
0.48000000000000015,-0.004241174631698267,0.002350743458570802,10.253731302550301,0.003141156302006287,0.018278128201026256,0.0,-0.04161189410881696,0.014536057222016932,1.3273362210519346,-0.017700399793775544,0.03383334014467256,0.0,485.4581668236218,485.9339606977122,486.7234190386031,485.17810383724526
0.5400000000000001,-0.007116801280913598,0.0032830651416984463,10.336023352122007,0.0024114801260131102,0.020299467109338387,0.0,-0.05444352376154528,0.016453000388752508,1.4156227379028996,-0.002906952289802845,0.03339875201093522,0.0,435.0776795689719,435.04177972395075,434.2617766715348,435.50089066354235
0.6000000000000002,-0.010833471328844695,0.00432195888422944,10.425075791069792,0.002100751586973537,0.022110435438224663,0.0,-0.06964792870992281,0.018150755785919008,1.5526110111771023,-0.010161289758287461,0.02281945406003672,0.0,450.4581728096933,449.60221036665143,451.272142090838,450.68633470392274
0.6600000000000003,-0.01551532834105153,0.0054558895953436244,10.52306307827504,0.0010179139600792197,0.02321279963578693,0.0,-0.08654837128120826,0.0195622596444988,1.7134011902097035,-0.04257002505205563,0.007532533861342783,0.0,458.4007753772014,457.1844310094398,459.8516556880908,457.27737985973323
0.7200000000000003,-0.021266060708470355,0.006642571215432581,10.632132113331565,6.281524880142534,0.02392365882594749,0.0,-0.1052053232875304,0.019685177698950493,1.9219042814826983,-0.04913481398942065,0.01931998347600962,0.0,472.6612567468887,473.5686208024896,472.98756959923884,472.48073390664103
0.7800000000000004,-0.028061239157271257,0.0077795472409351455,10.749785601625382,6.278583952068455,0.024841560924606654,0.0,-0.12140174557023378,0.017923624824368607,1.9997415890216428,-0.048777919601167584,0.005712475644979901,0.0,432.86639604319686,431.71975338588487,434.71008436963655,434.73844090698657
0.8400000000000004,-0.035779580452087636,0.008765629197622776,10.869536902889115,6.275997793267088,0.02509460940540542,0.0,-0.13590284337274378,0.01471012925225036,1.9919795289185915,-0.03365980254814286,0.0010458382981942166,0.0,406.0282928548174,405.609354210515,404.3215971464025,405.67999857371706
0.9000000000000005,-0.04438468875841505,0.009512414891400886,10.989344972240703,6.273798149256361,0.02491081550715979,0.0,-0.15093027634891198,0.00999660966200135,2.0016039353276818,-0.04346165197509171,-0.012903386835772641,0.0,412.3039275691782,411.0697860379381,411.3701821329917,410.50058969642174
0.9600000000000005,-0.05402390936087106,0.009880300319314753,11.115269961591627,6.271103066275682,0.024854100926031464,0.0,-0.17032888454970077,0.0019626751184916758,2.1955407111581495,-0.04800168920216684,0.01600692810299604,0.0,468.8678069780244,471.1084172088944,469.4137923358418,469.0603205625892
1.0200000000000005,-0.06471517455423945,0.009760861735089135,11.248150319660718,6.26777933679875,0.02591727173915892,0.0,-0.18613947896035893,-0.006224303998275555,2.233723455307017,-0.07735480710518125,0.02094154026923266,0.0,421.1470460684457,421.57358010235254,423.33831676342476,420.8025090208177
1.0800000000000005,-0.0764101038882578,0.009060875423180114,11.384617583929838,6.263567587333032,0.02719916749442941,0.0,-0.2038138646009309,-0.017542212596559133,2.3150119855605475,-0.058764566107068976,0.022198458850187095,0.0,435.4578334613508,435.5629715368384,435.52133971912195,437.06938302384157
1.1400000000000006,-0.0891848647994327,0.007606198258593784,11.52570549687785,6.260260040083729,0.028725835092300755,0.0,-0.22214879213044247,-0.031277694598435,2.3877564173587333,-0.04869577183496762,0.03125251927002417,0.0,431.5158069108484,432.27954915523316,434.7634672067832,435.604092805257
1.2000000000000006,-0.10317186388753133,0.005200178077675355,11.673863576260482,6.257024568763914,0.03134292031795205,0.0,-0.24433313064786502,-0.04925379630097661,2.550478702286633,-0.0672441769503757,0.06097965240694901,0.0,461.1124494358245,463.4556829555166,462.25419558103306,460.78833996394087
1.2600000000000007,-0.11852349349361384,0.0016651015014166382,11.830775053119693,6.252794653873451,0.035279247049764706,0.0,-0.2677840528131555,-0.06901183529445186,2.6795804570638695,-0.07796055767522424,0.07353856630923716,0.0,451.6378696496098,452.65271408628405,453.1557485178106,452.289759409177
1.3200000000000007,-0.13536375551068058,-0.003143171592072649,11.995252460421517,6.248399456219639,0.039923906060124636,0.0,-0.2940263030498298,-0.09173064721145112,2.80266728941965,-0.06520040744725938,0.0842037183369207,0.0,451.2714867860528,452.1361638774806,450.3229334443642,451.34975863373745
1.3800000000000008,-0.15379747588748433,-0.009333417371653998,12.165083203579332,6.244739605039378,0.045076148998568044,0.0,-0.3209131012354881,-0.11496513842359364,2.8581796238182613,-0.05369782243741108,0.08901004257780501,0.0,429.88863122762206,430.30203822715777,430.6157571966628,431.5848651487154
1.4400000000000008,-0.17413451318956272,-0.017146549721117284,12.34234366064057,6.241282519834886,0.05037813561695881,0.0,-0.35758118050422394,-0.14583603797555816,3.0499560109507664,-0.0669094739596362,0.08704807228439296,0.0,472.5770069872509,472.43173749262655,474.2053039955089,473.18722172497456
1.5000000000000009,-0.1968015822417586,-0.026900687141306022,12.531210280281366,6.237237348627813,0.055875890780229476,0.0,-0.3985847171609026,-0.17974475099946713,3.2449986791102807,-0.06845910365028487,0.0994946893783262,0.0,475.18508115783385,476.1446540158013,474.7628973020581,474.64089489598865
1.560000000000001,-0.22174205865994243,-0.03852303330906219,12.726172165762263,6.233139633734897,0.06199441685197993,0.0,-0.4332992297249721,-0.20802669446829905,3.2536440814660073,-0.06796970291777531,0.10652160721385354,0.0,417.48855418080274,418.1109514405114,418.36248994983293,418.4012677836936
1.620000000000001,-0.2489368465895142,-0.05196368019936678,12.922591759447847,6.228817235444183,0.0684255732717487,0.0,-0.4737844735432221,-0.24037602695368845,3.2934857202715313,-0.08176021131193792,0.10848146730647375,0.0,428.2489404932556,428.4261755513185,429.47065431927126,428.2950273066409
1.680000000000001,-0.27923756877775513,-0.0678680622693938,13.12932525831261,6.223434832142495,0.07523209487774096,0.0,-0.5370582203484254,-0.2903823563108974,3.5965991321684303,-0.11453606578424284,0.12186288763711892,0.0,507.1836977074169,508.15347727619655,509.1159493819307,506.75925728393105
1.740000000000001,-0.3128767680582978,-0.08641405045587361,13.345839264844344,6.216455502958132,0.08262016680329953,0.0,-0.5849105413858205,-0.3284360285493337,3.6203407663132334,-0.12015376576811364,0.12556134834554514,0.0,425.97596837255014,426.3065791473767,426.15106945848913,425.65778832718377
